Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-A4_1_12071.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-B4_1_12072.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-C4_1_12073.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-D4_1_12074.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-E4_1_12075.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-F4_1_12076.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-G4_1_12077.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_50pg_S1-H4_1_12078.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-A8_1_12079.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-B8_1_12080.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-C8_1_12081.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-D8_1_12082.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-E8_1_12083.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-F8_1_12084.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-G8_1_12085.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_50pg_S1-H8_1_12086.d
P25443	RS2_YEAST	RPS2	Small ribosomal subunit protein uS5	8	8	8773.93	7978.2	7599.19	7429.12	7382.94	7623.64	8122.92	8370.84	3891.87	3693.2	3687.73	3336.54	4260.8	3704.39	4318.97	3424.03
P25491	MAS5_YEAST	YDJ1	Mitochondrial protein import protein MAS5	1	1		1371.07	1293.97	1599.94	1387.26	1257.01		1337.66	910	772.366	885.542	955.925	1150.14		1140.22	915.078
P25567	SRO9_YEAST	SRO9	RNA-binding protein SRO9	1	1	540.54	729.734	448.469	314.39				463.384						314.919	381.504	
P25572	YCE2_YEAST	YCL042W	Putative uncharacterized protein YCL042W	1	1											2145.44					
P25665	METE_ECOLI	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2	2										1170.8						
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	4	3	976.215	1216.46	1540.64		1011.8	1177.62	1069.68		1354.92	1261.59	1266.38	1396.28	1369.2	1211.5	1183.65	1091.48
P25694	CDC48_YEAST	CDC48	AAA family ATPase involved in ubiquitin-mediated protein degradation CDC48	6	6	5522.92	5057.29	6161	4565.33	5920.72	5718.31	5731.47	5882.38	2562.37	2237.53	2915.82	2358.59	2362.87	2151.34	1982.57	2159.7
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase F(1) complex subunit alpha, mitochondrial	26	22	21685.4	20884.5	19602	19631.8	20304.9	22044.8	21679.2	19231.8	23593.7	23180.3	23172.2	22351.4	24219	22604	24238.8	23244.9
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	1	1			296.78						1046.51	1096.71	1103.56	923.57	1261.06	989.165	734.33	1185.85
P25719	CYPC_YEAST	CPR3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	3	3	1893.72	1519.5	2208.62	1731.74	1380.11	2158.59	2051.71	1378.88	1170.7	921.965		928.747	1181.07		1125.61	935.987
P25738	MSYB_ECOLI	msyB	Acidic protein MsyB	1	1									587.74	837.034	812.486	699.893	779.397	663.909	770.558	720.522
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	9	9	2598.96	2547	2395.84	2140.05	2526.66	2612.75	2225.44	2222.37	2336.92	2642.73	2663.1	2551.1	2547.6	3065.44	2483.29	2700.64
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	6	6	15918.2	14743.6	13447.9	13954.7	15526.6	16514.4	15905.8	14122.9	15905.7	16038.6	14828.2	15444.2	16375.5	14782.2	16815.4	14676.4
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	6	6	2604.02	2978.4	3239.25	2636.75	3429.87	3323.7	3237.53	3199.8	3065.62	2753.78	3517.48	3155.19	3334.8	2992.79	3223.08	3528.37
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	7	6	4862.37	4540.29	4602.63	4238.21	4079.34	4221.77	4691.42	4817.1	3891.57	3940.03	4404.62	4336.83	4359.86	4479.45	4566.74	3615.83
P26038	MOES_HUMAN	MSN	Moesin	27	19	9182.13	8361.61	9001.15	9491.07	7690.76	8508.3	7939.12	7691.03	10263	9776.84	9617.68	10023.4	9311.23	9428.32	10086.1	9355.25
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	5	4	658.633		476.083	854.06	911.901	925.12	850.579	619.841	756.241	408.819	597.754	746.248	527.265	620.439	450.102	641.694
P26321	RL5_YEAST	RPL5	Large ribosomal subunit protein uL18	3	3	4390.32	4541.36	4740.59	3688.81	3903.18	4813.77	4060.56	3980.86	2293.18	2184.49	1907.96	1643.61	2047.87	1935.97	1766.21	2285.03
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	5	5	10067.4	10203.2	8677.03	8700.63	9790.25	11058.9	10206.2	7840.53	9195.14	9072.35	8858.21	7519.88	8374.22	9206.65	7871.37	7381.56
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	5	5	3151.26	3027.94	2966.34	3197.66	2526.2	3518.61	2543.07	3063.29	2386.19	2313.67	2386.02	2544.46	2373.52	2688.67	2467.85	2234.73
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	7	5	4819.97	5081.89	4783.43	5662.69	4994.62	4874.43	5521.38	5416.62	5498.64	4947.47	5288.16	4854.71	5137.46	4680.69	5427.6	5328.39
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	12	11	17776	18232.3	15998.9	14194.5	15952.3	15898.6	15102.9	16871.9	13761.4	14518.4	15132	15758.1	15477.1	15695.9	16953.8	15218.6
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	6	6	958.489	1403.79	1389.91	1027.12	1088.31	1346.93	1210.6	1224.88	493.673	468.362	515.624	676.168	468.311	644.593	607.319	465.458
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	12	12	1972.62	1924.28	1986.3	2018.55	1791.79	2049.34	1813.19	1527.31	1995.39	1785.46	1807.87	1681.33	1886.52	1975.29	1833.71	1634.23
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	8	8	2354.65	1736.31	2092.09	2056.01	1953.55	1893.5	2196.51	1681.48	1680.05	1693.5	1819.98	2055.34	2083.52	1896.66	1947.77	1844.08
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	9	9	5060.52	4932.86	4650.91	4615.41	5024.58	4645.91	5643.61	4892.61	4638	4367.94	4493.97	4249.52	4510.57	4048.66	3919.51	4012.81
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	1	1									1167.12	1429.12			758.184		1178.32	938.766
P26783	RS5_YEAST	RPS5	Small ribosomal subunit protein uS7	4	4	3777.97	3507.24	3132.71	3366.92	3623.63	2771.73	3389.9	3600.6	1805.53	1424.12	1294.19	1394.66	1514.08	1433.24	1770.79	1583.59
P26784	RL16A_YEAST	RPL16A	Large ribosomal subunit protein uL13A	5	3	2289.3	2885.38	2396.31	2420.24	2609.7	2621.31	2388.41	2751.67	1401.35	1395.08	1447.37	1027.54	1700.84	1515.97	1458.46	1323.53
P26785	RL16B_YEAST	RPL16B	Large ribosomal subunit protein uL13B	2	2	1516.64	1870.87	1439.63	1382.25	1403.58	1691.64	1344.89	1747.06		693.122	888.913	642.076	656.933	644.59	621.467	682.662
P26786	RS7A_YEAST	RPS7A	Small ribosomal subunit protein eS7A	4	4	10546.8	8838.02	9960.13	9903.03	9739.44	9068.26	8988.44	7677.04	3019.64	2970.23	3270.57	2750.74	3332.01	3293.64	3107.99	2979.62
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1	1					746.586		529.5					429.267		472.019		
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	4	4	904.435			827.866		868.929		857.55	1782.03	2179.96	1739.13	1686.41	2314.39	2654.91	2954.95	2510.57
P27302	TKT1_ECOLI	tktA	Transketolase 1	6	4	853.68		1123.54		1120.17			1018.95	1937.14	2237.02	2541.19	2243.57	2325.01	1883.48	2244.02	2006.19
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	6	5	2967.42	2754.17	2692.2	2672.63	2753.91	2611.65	2820.3	2356.28	2274.86	2432.22	2355.51	2376.24	2287.71	2313.17	2865.63	2520.76
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	2	2		995.351	914.038	917.659	1239.03	1417.75	1228.17	1139.25						701.356		698.488
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	2	2	1503.48	1420.5	1264.57	1194.48	1154.22	1188.82	1191.07	1435.9		802.366		1064.2	948.524			1181.37
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	7	5	2469.43	2887.93	2094.94	2760	3178.24	2477.48	2703.13	2479.31	2471.7	2457.7	2319.56	2206.8	2530.91	2338.61	2066.22	2307.32
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3	3	865.387	1018.88		529.447		443.036	572.107	518.311	522.754	676.356	978.209	854.167	652.848	816.852	1055.4	898.232
P27695	APEX1_HUMAN	APEX1	DNA repair nuclease/redox regulator APEX1	4	4	1969.61	1393.56	1613.31	1786.53	1536.19	1981.16	1998.3	1699.22	1610.52	1837.32	1350.29	1494.7	1460.2	1885.47	1564.47	1681.29
P27708	PYR1_HUMAN	CAD	Multifunctional protein CAD	5	5	520.546	894.875	763.669	792.971	514.718	1023.88	1000.16	941.401	895.184	1005.22		1037.14	911.461	871.839	691.957	736.289
P27797	CALR_HUMAN	CALR	Calreticulin	9	9	12429.1	12012.3	11461.4	12408.9	11955.3	14599	13392.3	12184.5	12392.3	12366.3	12486.3	11885.8	11571.3	12736.2	13267.1	12993.3
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	13	13	2118.45	1998.49	2071.45	2273.32	1923.49	2196.79	1927.24	1928.61	2074.45	1986.19	1629.55	1697.51	2052.41	1915.52	2058.71	1762.78
P27824	CALX_HUMAN	CANX	Calnexin	2	2	954.274	1048.41		705.204		790.482	765.086	530.116	690.623	840.695	535.54	745.042		826.766	889.738	752.637
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	7	7	8590.46	10433	8161.75	9347.44	9564.27	8627.26	9843.48	8422.79	11325	11156	10891.7	10645	11910.6	10843.9	9839.19	10773.7
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	1	1	1711.65	1889.96		2154.97	2210.62		1807.16			1486.5	1650.68		1100.75	1841.31	1349.53	
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	2	2	2047.78	2723.82	2411.78	1867.72	2090.44	1967.11	2086.15	1906.49	2031.15	2888.72	2872.28	3117.86	2206.02	2618.76	2611.16	2756.2
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	5	4	849.632	550.476	856.011	853.956	877.473	961.77	869.747		834.945	787.606	1194.63	744.001	917.96	1009.89	785.648	1065.86
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	6	6	5326.82	4473.66	3885.78	4621.26	5359.43	5421.87	5717.26	5368.14	2172.75	2144.29	2134.75	2259	2265.96	2020.23	2320.29	2012.01
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	3	3	2072.95	2188.24	1923.18	1980.25	1554.37	2212.47	2033.07	1343.33	912.641	925.834	834.841	1208.82	1217.1	863.237	783.851	621.728
P28304	QOR1_ECOLI	qorA	Quinone oxidoreductase 1	3	3			522.886						1975.11	1917.82	1625.96	1568.27	1939.92	1565.22	2083.59	1521.87
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	3	3			334.58		191.033	488.964						250.176		435.142		254.348
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	1	1	1052.1	1373.98	805.292					1437.47		1086.72		601.236	592.279	751.68		503.907
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	7	5	3024.63	3209.36	3458.01	3320.96	2528.09	2976.07	3396.23	2877.41	3142.65	3504.12	3816.84	3565.3	3670.16	3503.96	3506.33	3639.56
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	2	2	555.302								1343.16	802.099	1100.46	1082.1	1364.6	1036.66	1137.01	1269.26
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	2	2	1737.89	1562.41	1526.06	1187.69	1012.43	1086.69	1257.27	1731.22	533.604	631.431	934.143	799.879	771.235	799.761	536.93	346.007
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	4	4	2648.72	2479.87	3077.4	2833.15	2631.27	2220.33	3251.26	3198.29	1295.3	1145.69	1230.25	941.626	1003.72	702.981	930.526	814.742
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	11	11	1304.57	1717.9	1581.41	1484.53	1758.03	1768.44	1790.91	1451.05	1984.78	1495.39	1395.11	1469.18	1836.56	1286.58	1732.57	1502.83
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	2	2			881.561	607.883	902.89	853.195	996.236	885.538	571.274	776.592	664.282	489.374	1061.92	765.091	718.307	728.634
P29311	BMH1_YEAST	BMH1	Protein BMH1	9	4	4214.88	5446	4712.5	4854.57	4623.71	5077.48	4266.03	4783.78	2564.43	2557.52	3134.79	3255.65	2866.87	3020.42	3181.94	2606.12
P29401	TKT_HUMAN	TKT	Transketolase	13	13	10845	10656.4	10025.1	8795.87	9205.27	9240.75	9090.88	10790.2	14863.9	16773.6	16607.2	14322.9	14114.7	14506	13098.3	15387.1
P29453	RL8B_YEAST	RPL8B	Large ribosomal subunit protein eL8B	9	0	7206.58	7066.89	6836.19	7348.76	6428.8	7623.05	7556.91	7802.55	3763.11	3315.78	3851.06	3202.22	3520.93	3640.35	3648.23	3806.74
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	6	5	1905.74	1953.27	1605.03	1926.55	1760.05	2339.76	2584.11	1593.46	1589.78	1680.25	1690.86	1749.3	1684.58	1745.25	1822.35	1374.02
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	4	4	3486.67	2797.77	2776.09	3067.7	2120.02	1856.36	1834.94	2204	2277.19	1270.44	1672.4		1489.22	1831.67	1157.17	1617.35
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	11	9	4598.73	4559.29	3543.66	4247.64	3847.2	4018.32	4322.85	3929.43	3410.43	3682.98	4654.68	4075.29	4203.6	3682.23	3725.97	3482.88
P29704	ERG9_YEAST	ERG9	Squalene synthase ERG9	1	1			715.681	429.336			586.051									
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1	1									758.917		564.138	739.242	1035.56	547.767		610.972
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	8	8	2038.36	1758.61	1860.47	1612.28	1743.3	1969.09	1597.22	1693.26	1376.78	1483.31	1408.34	1425.23	1498.33	1582.81	1498.9	1492.52
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	14	14	17269.1	16108.7	16973.3	16753.7	13719.3	15008.3	15310	12180.1	15228.6	15802.4	15257.1	15923.8	13631	16544.4	15675.9	14697
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	4	4	9719.72	9899.51	10032.4	11070	9229.61	9134.7	8363.42	8465.64	8870.25	10827.2	11850.3	11368.2	10249.7	11051.5	10807.3	9141.62
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	4	4	5605.63	5771.24	4966.12	4081.11	5606.45	5437.21	5410.06	4478.09	6568.38	6557.55	6507.48	5873.83	6150.59	6159.63	6401.5	6544.77
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	6	6	3100.24	2378.44	3376.37	2923.1	2813.62	3803.45	3138.74	3164.69	3357.69	3435.72	3178.61	3403.27	3566.24	2797.38	2799.83	2889.48
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase F(1) complex subunit delta, mitochondrial	2	2	4700.59	3975.52	4062.12	4443.87	3813.73	4111.51	4386.26	4783.73	5151.28	4781.76	5417.5	5118.16	5666.45	5519.77	4220.29	5589.31
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	4	3	14562.2	13670.1	12748.8	11752.8	14225.6	12049.1	14693.1	12187.7	15055.8	13506.5	14197.1	12429.2	15542.3	12655.5	14429.6	15054.8
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	7	7	3244.18	3845.06	3335.95	3081.52	2596.45	3370.17	3263.14	3583.68	4697.22	4735.69	4281.52	4584.69	5046.42	4826.54	4887.97	3961.76
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	6	5	18215.3	16317.9	16004.5	13404.6	17379.1	12501	18067.8	10713.7	21039.1	15728.9	21366.1	18250.5	18106.2	18501.6	19208.9	17457.6
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	4	4	7283.33	5645.17	6768.66	7252.28	7857.3	7144.6	7668.94	6483.86	4961.91	6616.73	6362.75	5935.35	5980.9	6126.61	6608.05	5650.49
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	15	15	19031.8	18206.9	20123.4	19728.5	19273	20130.9	20730.9	19146.7	26228.8	25251.2	27873.6	25540.7	26152.7	22619.7	24154.3	24132.7
P30126	LEUD_ECOLI	leuD	3-isopropylmalate dehydratase small subunit	1	1										1094.27				681.649		
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	8	7	6655.99	6489.36	6949.19	6946.83	7084.4	7016.43	6987.39	6413.8	6852.05	6432.6	6211.56	6365.36	6256.14	6187.77	6209.02	6278.2
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	1	1	1626.1	1605.94	2001.84	1338.87	1087.22		2019.17	1802.8	4313.18	4046.19	5167.93	4396.15	3242.88	3745.43	3837.86	3602.13
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	1	0			1967.8	1834.92	1497.86	1411.73	1594.72	935.462	1881.86	1262.87	1811.38		1843.84	1570.94	1820.53	
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	4	3	3496.52	2818.14	3024.86	2765.09	3214.24	3409.91	2540.53	2565.37	2583.05	2774.86	3040.55	3051.46	3189.13	2732.32	2619.77	3149.16
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	3	3	1184.96		1378.06	1387.95	2085.62	1655.01		1607.59	1614.98	1833.93	1956.45	1753.09	1429.36	1072.99	1784.64	1310.4
P30613	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	5	5	1591.75	1275.01	1400.26	1300.37	1617	1646.55	1524.8	2090.08	1488.71	1293.33	1156.12	1370.22	1375.29	1321.24	1328.06	1649.07
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	3	3	831.258	900.295	715.029	785.632	1009.8	894.307		803.07				547.459	220.52			
P30626	SORCN_HUMAN	SRI	Sorcin	2	2	1091.03	1031.62	1520.77	983.475	885.617	838.277	1003.63	1041.29	1141.92	869.263	1051.91	979.913	1038.34	1212.15	1034.58	786.538
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	2	1	1158.39	1799.44	1427.45	741.454	2124.6	1076.17	1611.35	1838.83	894.358	1270.96	1137.58	918.818	1230.85	1269.45	1195.87	1180.29
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	1	1	278.454			601.904		349.952			628.75		389.846					
P30843	BASR_ECOLI	basR	Transcriptional regulatory protein BasR	2	2									1309.64	961.191	861.371	862.112	605.987	830.437	1025.17	
P30859	ARTI_ECOLI	artI	Putative ABC transporter arginine-binding protein 2	5	5	1830.26	2631.14	1718.27	1809.46	1868.72	2633.42	1875.79	1774.28	6845.63	7682.86	7306.73	7999.95	7074.43	6773.76	7831.88	7143.14
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	4	3	2605.42	2103.08	2218.74	1879.19	2292.73	2038.31	2896.67	2149.96	1981.1	1394.27	1544.63	1619.45	1656.18	2039.65	1808	1449.58
P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	2	2	765.841		740.26	798.672		1047.63		673.79	1487.8	1629.39	1733.62	1588.74	1998.2	1662	1800.35	1368.2
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	8	8	2601.75	3395.89	3306.34	2786.25	2228.23	3213.46	3345.62	2476.32	1601.69	1526.85	1241.57	1547.92	1639.17	1460.2	835.097	1447.75
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	1	1									992.723	1159.67	1397.22			1130.07	991.822	
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	5	4	1398.9	1479.97	1106.3	1674.31	1337.95	1071.68	1723.05	1548.24	1406.09	1412.42	1094.41	1928.25	1236.39	1627.17	1400.29	1242.71
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	1	1	1456.64		2260.03	1569.79			679.604	966.401	1955.78	1451.29	1419.12	918.615	1411.59	1378.06	1457.81	1344.26
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	1	1	539.185	270.071	500.171	315.2	1008.15	442.507			668.456	488.24			975.394	934.677	1128.32	650.488
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	6	6	2433.8	2258.45	2538.93	2711.43	2460.4	2691.25	2436.3	2304.74	1498.42	1620.72	1458.95	1589.03	1572.37	1528.39	1635.96	1339.36
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	2	2	1999.67	2033.75	1563.04	2198.2	1845.07	1416.34	2371.45	2204.06		1406.5	1291.8	955.393	1384.78	1197.13	1429.09	1304.11
P31539	HS104_YEAST	HSP104	Heat shock protein 104	13	13	2304.72	2086.06	1880.45	2037.14	2003.79	2075.83	1811.6	1936.6	857.31	947.421	946.941	899.798	943.184	1156.13	1116.87	1023.62
P31663	PANC_ECOLI	panC	Pantothenate synthetase	5	5		2861.3	2381.9	2984.55	2732.52	2501.18	2257.81	1661.37	6031.09	5361.85	6263.45	6277.41	6044.45	5854.44	6084.57	5582.62
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	5	5	2352.11	2455.74	1883.98	2559.9	2402.69	2702.21	3279.27	2486.97	1902.18	2750.14	2192.95	2602.64	2195.21	2713.64	2867.61	2316.43
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	3	3	3827.72	4309.36	3798.1	4362.31	4572.29	4324.21	4642.97	4106.82	2444.28	2207.46	2377.07	2423.34	2308.83	1909.11	2442.28	2206.45
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	7	7	1347.14	1243.53	1047.87	1212.22	1098.69	1365.34	1454.08	1132.68	1254.72	1427.22	1414.05	1461.61	1449.73	1567.91	1418.41	1158.94
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	1	1	1970.61		598.161	859.308					1208.28		1325.93	992.697		1555.79	1096.31	1117.97
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	16	14	3577.62	3112.94	2967.89	3407.19	3182.5	3396.19	3410.98	3376.1	3580.07	3117.36	3428.85	3169.14	3107.47	3332.35	3283.87	3294.49
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	4	4	4075.36	4095.18	4790.62	3815.09	4000.41	4610.76	4219.98	3780.62	4488.29	4074.71	3679.34	3916.01	4715.89	3771.51	4427.93	3868.83
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	7	4	4617.55	4508.45	4582.5	5027.49	4564.85	4604.36	4761.77	3637.52	4287.31	4245.39	4521.34	4301.82	4594.84	4657.95	5159.1	4462.37
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	5	4	6849.9	6321.27	6725.13	6151.3	5031.24	6167.05	5996.21	6220.71	5923.12	5890.47	6533.34	5734.58	6200.62	6408.21	6589.52	6336.02
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	23	23	10526.3	10979.5	11790.8	10836.5	11123.2	11169.5	10684.4	9865.41	9472.31	9556.85	10416.5	9431.83	9510.93	9744.75	9607.07	10003.3
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	3	3	13129.7	12000.6	12294.7	11744.1	12684.7	12749.5	12454.3	10971.9	24069.4	23339	23963.4	22611	22823	23414.7	22919.1	20755.7
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	1	1	745.212	1580.69	1874.73	1290.07	1613.15	1192.88	1667.32	1289.33	1154.2		1085		1209.54	840.502	805.768	731.672
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	10	10	15981.5	16765	15390.1	16214	16323.6	15121.4	15935.6	14806	16801.6	17026.5	15280.8	15735.6	15780.3	15871.8	16432.4	15932.5
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	3	3	1738.58	1547.17	1534.27	1406.88	1521.99	1581.21	1451.25	1930.21	584.514	921.164	598.042		757.146	416.278	952.41	873.785
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	1	1	5577.59	5229.73	6100.46	5207.18	5355.98	6876.75	6472.06	7028.98	2300.58	2532.31	2415.38	2923.31	1339.11	2214	2714.06	2514.57
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	3	3			1189.62	1149.55	631.841	1096.93	866.085	1113.98	1125.49	831.081	1032.64	1065.03	1257.84	935.722	1350.87	949.388
