Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A10_1 Spectral Count	A10_2 Spectral Count	A10_3 Spectral Count	A10_4 Spectral Count	A10_5 Spectral Count	A10_6 Spectral Count	A10_7 Spectral Count	A10_8 Spectral Count	B10_1 Spectral Count	B10_2 Spectral Count	B10_3 Spectral Count	B10_4 Spectral Count	B10_5 Spectral Count	B10_6 Spectral Count	B10_7 Spectral Count	B10_8 Spectral Count	A10_1 Unique Spectral Count	A10_2 Unique Spectral Count	A10_3 Unique Spectral Count	A10_4 Unique Spectral Count	A10_5 Unique Spectral Count	A10_6 Unique Spectral Count	A10_7 Unique Spectral Count	A10_8 Unique Spectral Count	B10_1 Unique Spectral Count	B10_2 Unique Spectral Count	B10_3 Unique Spectral Count	B10_4 Unique Spectral Count	B10_5 Unique Spectral Count	B10_6 Unique Spectral Count	B10_7 Unique Spectral Count	B10_8 Unique Spectral Count	A10_1 Total Spectral Count	A10_2 Total Spectral Count	A10_3 Total Spectral Count	A10_4 Total Spectral Count	A10_5 Total Spectral Count	A10_6 Total Spectral Count	A10_7 Total Spectral Count	A10_8 Total Spectral Count	B10_1 Total Spectral Count	B10_2 Total Spectral Count	B10_3 Total Spectral Count	B10_4 Total Spectral Count	B10_5 Total Spectral Count	B10_6 Total Spectral Count	B10_7 Total Spectral Count	B10_8 Total Spectral Count	A10_1 Intensity	A10_2 Intensity	A10_3 Intensity	A10_4 Intensity	A10_5 Intensity	A10_6 Intensity	A10_7 Intensity	A10_8 Intensity	B10_1 Intensity	B10_2 Intensity	B10_3 Intensity	B10_4 Intensity	B10_5 Intensity	B10_6 Intensity	B10_7 Intensity	B10_8 Intensity	A10_1 MaxLFQ Intensity	A10_2 MaxLFQ Intensity	A10_3 MaxLFQ Intensity	A10_4 MaxLFQ Intensity	A10_5 MaxLFQ Intensity	A10_6 MaxLFQ Intensity	A10_7 MaxLFQ Intensity	A10_8 MaxLFQ Intensity	B10_1 MaxLFQ Intensity	B10_2 MaxLFQ Intensity	B10_3 MaxLFQ Intensity	B10_4 MaxLFQ Intensity	B10_5 MaxLFQ Intensity	B10_6 MaxLFQ Intensity	B10_7 MaxLFQ Intensity	B10_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P51114|FXR1_HUMAN	P51114	FXR1_HUMAN	FXR1	621	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein FXR1	1.0	0.999	20	293	286	293	18	18	20	19	21	17	18	20	18	19	19	16	17	19	17	17	17	17	20	19	21	17	18	20	17	19	18	16	17	18	16	16	18	18	20	19	21	17	18	20	18	19	19	16	17	19	17	17	511724.53	474529.8	531682.06	491942.94	429650.38	482592.3	482235.84	489478.34	541138.4	428402.84	510831.56	450618.47	488164.47	494814.84	493824.88	532209.2	57687.684	54363.32	59859.523	54361.523	52795.1	55863.35	55593.555	55998.453	57145.805	60385.99	57837.06	58181.914	57506.06	58709.805	58843.684	60236.43	
sp|P51116|FXR2_HUMAN	P51116	FXR2_HUMAN	FXR2	673	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein FXR2	1.0	0.999	10	95	95	102	5	5	4	5	5	5	7	7	5	6	8	6	7	5	7	8	5	5	4	5	5	5	7	7	5	6	8	6	7	5	7	8	6	6	4	5	5	5	7	7	6	6	9	6	7	6	8	9	111980.23	101060.25	118229.27	183116.06	120569.59	185897.98	105294.47	117105.64	167856.97	187357.69	176818.97	120896.72	102959.9	161901.53	162951.36	93430.44	40487.848	39200.06	39291.387	42201.86	41341.18	41980.062	40406.75	39386.68	38606.477	40288.62	38922.746	42890.125	38882.594	40617.41	40499.94	41957.465	
sp|P51148|RAB5C_HUMAN	P51148	RAB5C_HUMAN	RAB5C	216	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-5C	1.0	0.999	6	122	107	122	9	6	8	8	10	4	8	6	8	8	6	9	10	7	8	7	8	5	8	7	9	4	7	5	7	7	5	8	8	6	7	6	9	6	8	8	10	4	8	6	8	8	6	9	10	7	8	7	133006.9	165677.88	177510.2	158234.14	184479.98	148166.55	176708.92	180975.97	179860.72	207157.58	186364.81	197851.48	197998.89	175987.16	176826.77	180792.86	34853.57	31829.54	35279.08	31382.83	35794.242	31368.404	32546.672	35075.54	35138.656	34568.508	32989.17	34889.71	36897.945	34874.1	32620.291	34570.387	
sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-7a	1.0	0.999	12	210	171	210	13	14	9	14	10	15	12	15	14	15	13	13	11	15	13	14	10	11	8	11	8	12	11	12	13	12	11	9	8	14	10	11	13	14	9	14	10	15	12	15	14	15	13	13	11	15	13	14	380852.1	824294.1	359920.06	341572.94	327736.12	829954.75	899981.8	815560.6	621052.44	435078.94	591180.4	537889.7	573886.44	538357.4	622722.4	346218.84	187066.75	202890.53	191177.9	197084.19	202442.31	195777.67	201134.45	197782.53	194618.5	177728.62	187319.11	188433.45	192908.89	193453.45	198175.3	192117.56	
sp|P51151|RAB9A_HUMAN	P51151	RAB9A_HUMAN	RAB9A	201	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-9A	0.9889	0.9971	2	4	4	4	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	3904.1372	0.0	7625.5063	7644.187	6141.2993	9028.017	7030.9834	8733.519	0.0	0.0	0.0	7152.014	9867.382	0.0	7130.522	10100.6875	3904.1372	0.0	7625.5063	7644.187	6141.2993	9028.017	7030.9834	8733.519	0.0	0.0	0.0	7152.014	9867.382	0.0	7130.522	10100.6875	
sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.9998	0.999	5	12	12	62	0	0	0	0	0	0	0	0	1	2	1	2	1	2	2	1	0	0	0	0	0	0	0	0	1	2	1	2	1	2	2	1	3	3	3	3	3	2	3	4	4	4	5	5	5	6	6	3	6294.436	16242.712	16928.588	0.0	11367.593	10189.994	0.0	4758.7417	20219.695	14615.625	18771.611	19212.441	18426.914	17952.828	17754.787	19122.031	11764.811	10115.734	10562.543	0.0	10383.831	6589.333	0.0	8894.474	12238.083	13350.775	10657.138	11365.965	11538.8545	10886.881	10773.815	11750.369	
sp|P51159|RB27A_HUMAN	P51159	RB27A_HUMAN	RAB27A	221	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-27A	1.0	0.999	4	33	33	33	3	1	2	3	1	2	2	1	2	3	3	2	2	2	3	1	3	1	2	3	1	2	2	1	2	3	3	2	2	2	3	1	3	1	2	3	1	2	2	1	2	3	3	2	2	2	3	1	73213.26	35710.258	30365.473	38382.42	34153.598	23540.926	33360.727	29743.082	38973.14	42862.242	43329.625	41663.906	33834.273	28230.31	24030.957	30936.537	20031.475	19208.166	19458.287	20105.113	22139.617	14842.81	17916.422	18994.621	19956.775	15968.708	15775.394	16033.284	18285.205	18332.459	14785.2705	17666.23	
sp|P51178|PLCD1_HUMAN	P51178	PLCD1_HUMAN	PLCD1	756	Homo sapiens	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	1.0	0.999	5	21	21	21	2	2	1	1	2	0	2	0	1	2	1	2	1	1	1	2	2	2	1	1	2	0	2	0	1	2	1	2	1	1	1	2	2	2	1	1	2	0	2	0	1	2	1	2	1	1	1	2	31901.207	48247.29	46500.305	43477.47	37790.75	21518.992	32257.75	21616.686	30859.828	34901.4	33522.523	34615.477	33848.883	21937.195	32822.74	22028.25	14761.406	13224.2	14857.356	15673.703	16231.415	13887.434	14284.624	12756.001	13621.514	15928.66	14939.012	13180.448	15157.708	12981.426	14389.234	13145.96	
sp|P51397|DAP1_HUMAN	P51397	DAP1_HUMAN	DAP	102	Homo sapiens	1:Experimental evidence at protein level	Death-associated protein 1	1.0	0.999	3	4	4	4	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	9566.733	5940.331	18907.152	6494.475	6581.847	6987.6533	14090.348	7664.357	23437.844	17031.229	9735.051	16555.707	33189.46	17195.637	15490.984	8475.349	9744.167	6710.4604	10001.353	6614.9272	6703.92	7893.562	7252.745	8657.996	8659.796	9932.507	10997.144	9152.712	9075.467	9856.64	8214.346	9785.246	
sp|P51398|RT29_HUMAN	P51398	RT29_HUMAN	DAP3	398	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS29	1.0	0.999	9	114	114	114	8	7	9	6	6	5	5	7	6	7	8	7	9	7	9	8	8	7	9	6	6	5	5	7	6	7	8	7	9	7	9	8	8	7	9	6	6	5	5	7	6	7	8	7	9	7	9	8	145913.92	204162.84	189420.84	113013.64	185041.6	153765.92	156948.98	143109.23	176536.98	162264.73	103320.625	172243.92	174631.77	147114.84	168172.84	177777.66	32597.71	41262.797	40380.414	38959.46	40433.383	40598.64	39938.062	41248.496	41275.273	38465.44	37696.71	40440.496	41668.867	38569.266	41684.13	39457.82	
sp|P51401|RL9B_YEAST	P51401	RL9B_YEAST	RPL9B	191	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL6B	1.0	0.999	13	338	38	338	27	26	30	26	23	20	25	27	15	14	20	17	20	18	15	15	2	3	4	2	1	2	3	3	1	1	4	1	4	2	3	2	27	26	30	26	23	20	25	27	15	14	20	17	20	18	15	15	1608063.2	1713684.8	1716487.4	1616035.8	1674757.9	1602115.4	1646936.4	1699815.2	720114.9	758849.56	718110.8	742771.6	729574.44	734618.7	670449.2	710939.94	293857.3	337690.44	330797.22	318364.4	328526.84	311716.62	327853.1	334940.9	177060.56	177353.2	176906.36	177077.16	179722.4	178072.86	182612.92	175143.78	
sp|P51452|DUS3_HUMAN	P51452	DUS3_HUMAN	DUSP3	185	Homo sapiens	1:Experimental evidence at protein level	Dual specificity protein phosphatase 3	1.0	0.999	5	16	16	16	1	1	0	1	2	2	0	1	2	0	2	1	1	1	0	1	1	1	0	1	2	2	0	1	2	0	2	1	1	1	0	1	1	1	0	1	2	2	0	1	2	0	2	1	1	1	0	1	26437.363	16522.275	12632.396	14332.067	21843.383	24451.328	0.0	15862.957	25473.246	6716.547	26108.152	12057.264	24638.82	12029.704	0.0	7159.783	16194.984	18304.043	13994.678	15877.642	16207.107	9930.655	0.0	17573.623	12052.912	9491.583	14763.923	13357.522	14297.5625	13326.991	0.0	16208.387	
sp|P51531|SMCA2_HUMAN	P51531	SMCA2_HUMAN	SMARCA2	1590	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2	0.9994	0.998	14	2	2	140	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	6	8	5	9	5	10	7	11	10	10	12	10	10	10	12	0.0	13053.013	10082.411	0.0	0.0	12460.804	0.0	14253.206	0.0	10715.854	0.0	0.0	13142.428	11431.866	0.0	0.0	0.0	13053.013	10082.411	0.0	0.0	12460.804	0.0	14253.206	0.0	10715.854	0.0	0.0	13142.428	11431.866	0.0	0.0	
sp|P51532|SMCA4_HUMAN	P51532	SMCA4_HUMAN	SMARCA4	1647	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4	1.0	0.999	28	225	87	225	9	10	15	7	17	9	17	11	18	14	14	16	14	18	18	18	4	4	8	2	8	4	7	4	7	5	4	4	4	8	8	6	9	10	15	7	17	9	17	11	18	14	14	16	14	18	18	18	312555.22	244390.44	313718.2	310500.78	363304.03	370666.1	352886.4	337764.25	402924.72	374279.56	313445.97	383629.16	345998.6	450640.06	335744.3	413880.66	49391.688	47681.438	43463.996	45002.254	46895.215	47201.438	47240.684	47063.57	46293.348	49398.15	46203.4	47393.164	49048.527	50792.227	47958.652	47064.94	
sp|P51534|SHE4_YEAST	P51534	SHE4_YEAST	SHE4	789	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	SWI5-dependent HO expression protein 4	0.9999	0.999	2	4	4	4	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	3292.1409	46793.53	28013.387	5306.654	16659.207	0.0	7008.598	6112.7954	0.0	0.0	17482.598	4979.2354	34973.332	0.0	0.0	0.0	7955.053	14463.756	11200.118	12822.876	6895.0215	0.0	16935.416	14770.817	0.0	0.0	7235.812	12031.71	14474.99	0.0	0.0	0.0	
sp|P51553|IDH3G_HUMAN	P51553	IDH3G_HUMAN	IDH3G	393	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	1.0	0.999	8	56	56	56	3	2	5	4	3	3	3	4	4	5	6	4	4	2	2	2	3	2	5	4	3	3	3	4	4	5	6	4	4	2	2	2	3	2	5	4	3	3	3	4	4	5	6	4	4	2	2	2	101029.125	102151.03	120060.75	93813.13	112233.93	62490.094	71994.5	109351.08	64459.47	108025.5	104953.625	103299.42	86853.82	92131.36	109871.41	58879.336	27374.773	25700.242	27822.162	27882.086	28454.824	24783.883	28615.883	26993.383	25042.64	29480.174	27681.389	27101.852	29019.574	30502.012	26764.658	31750.842	
sp|P51570|GALK1_HUMAN	P51570	GALK1_HUMAN	GALK1	392	Homo sapiens	1:Experimental evidence at protein level	Galactokinase	1.0	0.999	8	31	31	31	1	2	1	1	3	4	3	2	1	2	3	1	1	2	3	1	1	2	1	1	3	4	3	2	1	2	3	1	1	2	3	1	1	2	1	1	3	4	3	2	1	2	3	1	1	2	3	1	89684.25	107850.69	110019.76	85223.734	100834.91	91333.76	124310.914	94490.72	40050.13	20985.77	106685.41	125966.38	137360.42	97101.25	109201.195	136427.27	37224.414	46293.94	46711.29	43391.37	42639.105	45811.797	46366.73	43701.402	45035.97	45932.777	55419.39	56397.78	53519.81	49696.22	53180.926	53442.387	
sp|P51571|SSRD_HUMAN	P51571	SSRD_HUMAN	SSR4	173	Homo sapiens	1:Experimental evidence at protein level	Translocon-associated protein subunit delta	1.0	0.999	3	24	24	24	1	1	2	2	2	2	1	2	1	3	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	3	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	3	1	1	1	1	1	2	51971.703	35105.414	49102.773	37643.637	39292.977	56295.5	23414.115	57500.598	39199.914	47312.5	38820.176	43051.414	46910.39	39433.58	37608.36	59209.348	22052.867	21465.703	22154.346	23032.03	24039.613	24073.555	23414.115	25876.48	23864.67	22576.795	23732.527	21919.11	22148.809	24263.504	22962.447	20705.473	
sp|P51572|BAP31_HUMAN	P51572	BAP31_HUMAN	BCAP31	246	Homo sapiens	1:Experimental evidence at protein level	B-cell receptor-associated protein 31	1.0	0.999	9	98	98	98	6	7	6	8	7	7	6	6	4	5	5	6	4	6	9	6	6	7	6	8	7	7	6	6	4	5	5	6	4	6	9	6	6	7	6	8	7	7	6	6	4	5	5	6	4	6	9	6	402702.97	407331.94	267785.94	346212.03	326845.16	334277.72	347145.28	278393.2	226959.83	179779.05	201275.39	169528.11	187005.56	237862.44	256695.27	251478.66	75629.47	68433.41	64791.293	61422.664	70825.63	58311.395	65975.234	61306.918	68173.93	61709.316	59745.703	62866.543	65684.8	63715.957	62866.33	63862.12	
sp|P51580|TPMT_HUMAN	P51580	TPMT_HUMAN	TPMT	245	Homo sapiens	1:Experimental evidence at protein level	Thiopurine S-methyltransferase	1.0	0.999	10	135	135	135	5	10	8	7	8	9	10	9	9	8	7	10	8	8	11	8	5	10	8	7	8	9	10	9	9	8	7	10	8	8	11	8	5	10	8	7	8	9	10	9	9	8	7	10	8	8	11	8	189571.66	219910.77	230975.34	216498.14	217357.84	229636.9	201740.28	221731.94	192019.12	207106.17	212389.94	214776.83	195157.89	211610.06	229714.52	218941.42	39315.92	37197.914	39932.348	37956.84	37274.785	38346.0	37781.32	37033.89	36902.332	39220.727	39858.723	37445.766	37474.793	39994.125	40207.277	38556.586	
sp|P51601|GCH1_YEAST	P51601	GCH1_YEAST	FOL2	243	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	GTP cyclohydrolase 1	0.9964	0.999	2	6	6	6	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	23704.61	30645.254	28804.523	35566.82	32752.37	34643.27	15694.588	13353.952	7123.5625	6620.0835	6610.005	0.0	24869.602	23341.207	7473.953	7721.3813	13304.346	16275.633	13968.828	17065.418	16031.53	16427.434	21845.596	18587.621	9915.423	9214.62	9200.592	0.0	11165.025	9712.67	10403.138	10747.538	
sp|P51608|MECP2_HUMAN	P51608	MECP2_HUMAN	MECP2	486	Homo sapiens	1:Experimental evidence at protein level	Methyl-CpG-binding protein 2	0.9993	0.999	3	6	6	6	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	26698.047	7339.2637	0.0	8124.8833	43527.516	6516.341	27901.322	0.0	15952.761	0.0	0.0	6585.9614	6270.6997	20103.586	20456.057	5863.5483	10957.446	10849.643	0.0	12011.024	0.0	9633.114	10739.176	0.0	9874.369	0.0	0.0	9736.035	9269.983	9731.863	9510.592	8668.091	
sp|P51610|HCFC1_HUMAN	P51610	HCFC1_HUMAN	HCFC1	2035	Homo sapiens	1:Experimental evidence at protein level	Host cell factor 1	1.0	0.999	36	480	479	480	32	30	34	26	29	30	29	27	34	29	34	32	33	29	28	24	32	30	34	26	29	29	29	27	34	29	34	32	33	29	28	24	32	30	34	26	29	30	29	27	34	29	34	32	33	29	28	24	834056.56	828735.7	974547.06	870248.3	745777.44	917427.94	926979.06	826192.3	867567.56	893823.06	983239.06	873658.5	882265.6	887396.25	863294.0	912864.94	70274.6	70135.71	70720.81	70950.086	69634.266	71101.664	71055.5	71325.086	70255.92	69793.125	70104.8	71351.1	70382.12	70691.375	71371.41	70223.05	
sp|P51617|IRAK1_HUMAN	P51617	IRAK1_HUMAN	IRAK1	712	Homo sapiens	1:Experimental evidence at protein level	Interleukin-1 receptor-associated kinase 1	1.0	0.9984	4	5	5	19	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	0	0.0	12407.374	0.0	0.0	0.0	0.0	10540.178	0.0	0.0	11363.952	16280.737	24397.375	14186.113	10959.521	13087.03	0.0	0.0	13508.919	0.0	0.0	0.0	0.0	8687.651	0.0	0.0	12372.861	13419.259	11445.019	15445.578	11932.524	14248.917	0.0	
sp|P51659|DHB4_HUMAN	P51659	DHB4_HUMAN	HSD17B4	736	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal multifunctional enzyme type 2	1.0	0.999	24	208	208	208	6	14	7	14	15	15	14	17	9	13	13	12	12	14	18	15	6	14	7	14	15	15	14	17	9	13	13	12	12	14	18	15	6	14	7	14	15	15	14	17	9	13	13	12	12	14	18	15	303348.22	265523.5	315619.28	348991.97	309843.16	318162.12	330615.25	318379.03	327306.06	352641.16	296673.7	323269.72	326686.72	335591.5	315089.72	326695.22	43264.89	55750.887	52452.72	51668.215	55227.11	53908.62	55852.617	53680.758	53135.957	54941.707	52685.223	54741.31	51981.023	54994.918	55401.168	54894.21	
sp|P51665|PSMD7_HUMAN	P51665	PSMD7_HUMAN	PSMD7	324	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 7	1.0	0.999	24	386	386	386	17	22	22	16	24	21	18	25	27	28	29	30	22	29	28	28	17	22	22	16	24	21	18	25	27	28	29	30	22	29	28	28	17	22	22	16	24	21	18	25	27	28	29	30	22	29	28	28	583933.75	594255.5	677586.56	601230.5	594528.5	622616.4	625001.3	563359.3	676788.3	730591.1	665798.75	746704.06	693746.44	752376.56	671063.9	704991.6	62060.336	73005.36	76241.74	69651.96	70381.54	70032.59	73663.3	67822.2	77046.15	79764.1	79967.055	78060.43	78785.63	78038.04	80085.0	81460.62	
sp|P51692|STA5B_HUMAN	P51692	STA5B_HUMAN	STAT5B	787	Homo sapiens	1:Experimental evidence at protein level	Signal transducer and activator of transcription 5B	1.0	0.999	19	95	95	292	5	6	7	7	6	6	5	7	5	6	7	4	9	5	6	4	5	6	7	7	6	6	5	7	5	6	7	4	9	5	6	4	13	16	21	21	18	19	20	18	17	19	21	15	20	18	18	18	93455.4	111301.48	87866.15	111491.83	116459.55	85637.59	117855.664	98968.695	112321.31	96790.734	102536.81	112159.24	174810.16	78492.22	103751.09	108328.94	33189.543	38110.11	37799.08	37805.184	42494.78	40468.63	40702.86	39975.258	43065.652	38736.758	39013.145	41559.125	38096.848	40097.25	39495.824	41876.445	
sp|P51784|UBP11_HUMAN	P51784	UBP11_HUMAN	USP11	963	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 11	1.0	0.999	6	45	45	61	0	6	2	3	3	2	6	2	2	3	2	3	3	2	2	4	0	6	2	3	3	2	6	2	2	3	2	3	3	2	2	4	1	7	3	4	4	3	7	3	3	4	3	4	4	3	3	5	21033.875	45248.625	36702.7	35930.74	63335.18	36948.875	63561.01	57937.9	36146.48	37518.805	35035.113	97975.03	34902.605	39281.758	35554.32	40599.188	13953.048	18668.97	18265.521	18207.416	19880.504	18857.092	17381.504	18625.717	17937.336	19199.277	18099.365	18697.355	17885.297	19650.213	17801.568	20758.422	
sp|P51798|CLCN7_HUMAN	P51798	CLCN7_HUMAN	CLCN7	805	Homo sapiens	1:Experimental evidence at protein level	H(+)/Cl(-) exchange transporter 7	0.9999	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0.0	0.0	5454.9336	0.0	13309.662	13305.888	14717.167	13849.538	39854.86	19802.143	43491.184	0.0	15131.076	16387.578	0.0	35515.19	0.0	0.0	15009.802	0.0	13020.023	13016.331	14396.898	13548.15	38987.555	14496.651	42544.75	0.0	14801.801	11519.408	0.0	34742.33	
sp|P51809|VAMP7_HUMAN	P51809	VAMP7_HUMAN	VAMP7	220	Homo sapiens	1:Experimental evidence at protein level	Vesicle-associated membrane protein 7	1.0	0.999	5	80	62	80	5	6	3	8	6	5	5	5	5	5	5	3	5	4	5	5	4	5	2	7	5	4	4	4	4	4	4	2	3	3	4	3	5	6	3	8	6	5	5	5	5	5	5	3	5	4	5	5	109255.516	124270.336	96246.27	112296.59	125069.34	128986.0	121695.49	80929.91	128153.766	97071.86	98444.34	79071.086	100076.74	61279.555	81982.73	61944.805	30419.729	31130.65	29772.508	26828.82	29455.734	30141.592	28836.586	29075.662	28711.805	25476.389	25867.582	27548.61	27660.99	25612.217	24591.29	26674.148	
sp|P51812|KS6A3_HUMAN	P51812	KS6A3_HUMAN	RPS6KA3	740	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein S6 kinase alpha-3	1.0	0.999	12	66	29	66	3	2	5	2	2	4	4	6	4	5	4	4	7	5	3	6	1	1	3	0	0	1	2	3	1	2	2	2	3	3	2	3	3	2	5	2	2	4	4	6	4	5	4	4	7	5	3	6	88818.79	67555.7	103279.96	72025.234	75349.3	104120.29	85226.375	97940.555	95081.39	68816.94	71447.75	91390.445	97770.53	116317.73	92296.6	118332.914	18619.453	17371.707	19830.707	19228.764	19910.516	19447.145	18769.627	19432.594	19485.232	18366.438	18609.45	20672.008	18554.459	19694.338	18614.396	19015.572	
sp|P51816|AFF2_HUMAN	P51816	AFF2_HUMAN	AFF2	1311	Homo sapiens	1:Experimental evidence at protein level	AF4/FMR2 family member 2	0.8628	0.9956	1	14	14	14	1	1	1	1	2	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	2	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	2	1	1	0	0	1	1	1	1	1	0	1	13688.941	12477.603	12950.251	11623.522	12251.589	11319.584	12215.662	10808.206	8821.806	8974.973	6473.5405	9793.987	11998.533	8076.6255	6615.623	9751.049	13688.941	12477.603	12950.251	11623.522	12251.589	11319.584	12215.662	10808.206	8821.806	8974.973	6473.5405	9793.987	11998.533	8076.6255	6615.623	9751.049	
sp|P51858|HDGF_HUMAN	P51858	HDGF_HUMAN	HDGF	240	Homo sapiens	1:Experimental evidence at protein level	Hepatoma-derived growth factor	1.0	0.999	20	613	586	613	43	32	40	39	35	38	39	37	41	40	45	37	37	35	36	39	42	31	38	38	34	37	37	35	39	38	43	35	35	33	34	37	43	32	40	39	35	38	39	37	41	40	45	37	37	35	36	39	1409290.8	1457606.0	1591400.9	1489635.8	1537070.8	1503013.9	1532693.5	1374589.5	1452561.9	1555121.5	1642225.8	1338675.5	1294819.1	1580863.5	1518134.9	1499100.9	188064.84	194293.08	209119.2	193559.89	200301.94	201384.8	204779.27	191037.27	202136.16	207707.05	214756.03	214883.67	205494.38	209259.11	210495.33	211945.48	
sp|P51946|CCNH_HUMAN	P51946	CCNH_HUMAN	CCNH	323	Homo sapiens	1:Experimental evidence at protein level	Cyclin-H	0.9655	0.999	1	7	7	7	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51948|MAT1_HUMAN	P51948	MAT1_HUMAN	MNAT1	309	Homo sapiens	1:Experimental evidence at protein level	CDK-activating kinase assembly factor MAT1	1.0	0.999	4	20	20	20	1	0	1	1	2	1	1	1	2	1	3	0	2	2	0	2	1	0	1	1	2	1	1	1	2	1	3	0	2	2	0	2	1	0	1	1	2	1	1	1	2	1	3	0	2	2	0	2	56482.215	48463.37	44417.383	72860.87	36901.9	50289.207	41279.82	50612.266	42753.86	23062.004	51713.992	54005.938	45605.15	30357.295	53885.29	42368.15	28455.822	24697.584	30069.77	26870.367	26013.014	24180.139	28794.484	23706.645	18462.504	14371.28	19522.107	23937.477	21075.31	21027.934	24719.63	19529.648	
sp|P51970|NDUA8_HUMAN	P51970	NDUA8_HUMAN	NDUFA8	172	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	1.0	0.999	3	57	57	57	6	3	4	4	3	3	4	4	5	4	4	4	2	2	3	2	6	3	4	4	3	3	4	4	5	4	4	4	2	2	3	2	6	3	4	4	3	3	4	4	5	4	4	4	2	2	3	2	83669.22	88170.38	121385.11	82394.875	108692.75	117043.56	117208.484	79930.03	49643.67	94575.05	88664.875	86794.63	113203.63	88321.7	73349.95	111832.95	49745.15	50408.914	58744.637	47184.02	53275.03	56516.203	55457.938	48947.508	46006.684	50869.293	47571.4	49326.94	54744.79	49520.81	46342.0	53004.344	
