Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A1_1 Spectral Count	A1_2 Spectral Count	A1_3 Spectral Count	A1_4 Spectral Count	A1_5 Spectral Count	A1_6 Spectral Count	A1_7 Spectral Count	A1_8 Spectral Count	B1_1 Spectral Count	B1_2 Spectral Count	B1_3 Spectral Count	B1_4 Spectral Count	B1_5 Spectral Count	B1_6 Spectral Count	B1_7 Spectral Count	B1_8 Spectral Count	A1_1 Unique Spectral Count	A1_2 Unique Spectral Count	A1_3 Unique Spectral Count	A1_4 Unique Spectral Count	A1_5 Unique Spectral Count	A1_6 Unique Spectral Count	A1_7 Unique Spectral Count	A1_8 Unique Spectral Count	B1_1 Unique Spectral Count	B1_2 Unique Spectral Count	B1_3 Unique Spectral Count	B1_4 Unique Spectral Count	B1_5 Unique Spectral Count	B1_6 Unique Spectral Count	B1_7 Unique Spectral Count	B1_8 Unique Spectral Count	A1_1 Total Spectral Count	A1_2 Total Spectral Count	A1_3 Total Spectral Count	A1_4 Total Spectral Count	A1_5 Total Spectral Count	A1_6 Total Spectral Count	A1_7 Total Spectral Count	A1_8 Total Spectral Count	B1_1 Total Spectral Count	B1_2 Total Spectral Count	B1_3 Total Spectral Count	B1_4 Total Spectral Count	B1_5 Total Spectral Count	B1_6 Total Spectral Count	B1_7 Total Spectral Count	B1_8 Total Spectral Count	A1_1 Intensity	A1_2 Intensity	A1_3 Intensity	A1_4 Intensity	A1_5 Intensity	A1_6 Intensity	A1_7 Intensity	A1_8 Intensity	B1_1 Intensity	B1_2 Intensity	B1_3 Intensity	B1_4 Intensity	B1_5 Intensity	B1_6 Intensity	B1_7 Intensity	B1_8 Intensity	A1_1 MaxLFQ Intensity	A1_2 MaxLFQ Intensity	A1_3 MaxLFQ Intensity	A1_4 MaxLFQ Intensity	A1_5 MaxLFQ Intensity	A1_6 MaxLFQ Intensity	A1_7 MaxLFQ Intensity	A1_8 MaxLFQ Intensity	B1_1 MaxLFQ Intensity	B1_2 MaxLFQ Intensity	B1_3 MaxLFQ Intensity	B1_4 MaxLFQ Intensity	B1_5 MaxLFQ Intensity	B1_6 MaxLFQ Intensity	B1_7 MaxLFQ Intensity	B1_8 MaxLFQ Intensity	Indistinguishable Proteins
sp|P52701|MSH6_HUMAN	P52701	MSH6_HUMAN	MSH6	1360	Homo sapiens	1:Experimental evidence at protein level	DNA mismatch repair protein Msh6	1.0	0.999	22	170	166	170	13	11	7	8	8	5	5	8	12	15	15	10	12	13	12	16	13	11	7	7	8	5	5	8	12	14	14	10	12	13	12	15	13	11	7	8	8	5	5	8	12	15	15	10	12	13	12	16	116399.83	197153.44	123006.06	166153.12	105594.516	219293.75	116086.1	144050.06	143566.53	140908.22	127481.45	169424.8	164353.31	148386.61	158289.23	239242.53	30419.6	29642.523	29845.752	32906.637	30903.559	30327.418	29704.598	30726.396	28441.844	31274.422	32393.64	29242.424	30630.42	29016.922	28410.059	29664.61	
sp|P52732|KIF11_HUMAN	P52732	KIF11_HUMAN	KIF11	1056	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF11	1.0	0.999	16	62	62	62	4	2	5	3	5	6	1	6	4	5	4	4	2	4	2	5	4	2	5	3	5	6	1	6	4	5	4	4	2	4	2	5	4	2	5	3	5	6	1	6	4	5	4	4	2	4	2	5	63383.137	62696.66	62004.85	68444.43	79993.484	78529.49	64010.484	54821.59	65875.6	56961.57	45019.81	54399.96	41689.508	57928.098	35050.656	46770.582	11940.881	10816.985	10234.74	11308.093	12353.415	10888.25	10529.174	10519.797	11570.545	10882.119	11377.236	10417.316	10894.951	11409.954	10003.508	10840.902	
sp|P52739|ZN131_HUMAN	P52739	ZN131_HUMAN	ZNF131	623	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 131	0.8425	0.9971	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	3267.3928	0.0	0.0	5221.8335	3065.671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3267.3928	0.0	0.0	5221.8335	3065.671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52756|RBM5_HUMAN	P52756	RBM5_HUMAN	RBM5	815	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 5	0.9184	0.9919	2	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3933.784	4610.3833	19885.354	5558.229	0.0	0.0	21718.164	4390.2773	0.0	4965.536	2646.1677	3642.122	2276.6338	4162.3486	0.0	3710.596	5509.1226	6456.676	3953.826	1572.0522	0.0	0.0	5995.8203	6148.425	0.0	6954.054	3705.8625	5100.6606	3188.3435	5829.219	0.0	5196.5557	
sp|P52758|RIDA_HUMAN	P52758	RIDA_HUMAN	RIDA	137	Homo sapiens	1:Experimental evidence at protein level	2-iminobutanoate/2-iminopropanoate deaminase	1.0	0.999	5	49	49	49	2	3	4	2	3	2	2	2	2	3	3	4	5	3	5	4	2	3	4	2	3	2	2	2	2	3	3	4	5	3	5	4	2	3	4	2	3	2	2	2	2	3	3	4	5	3	5	4	35618.5	23857.955	21561.46	25950.775	32011.129	25808.06	30002.09	25323.871	32970.32	23482.584	25374.621	36957.477	36122.97	35385.586	26672.88	38704.418	9068.326	10954.145	9089.952	9725.204	11019.596	8861.403	10031.365	8744.344	8457.335	8039.99	8208.711	8491.609	9125.247	8574.492	8879.416	9650.284	
sp|P52788|SPSY_HUMAN	P52788	SPSY_HUMAN	SMS	366	Homo sapiens	1:Experimental evidence at protein level	Spermine synthase	1.0	0.999	13	183	183	183	12	12	10	8	10	7	11	12	12	12	11	9	18	12	13	14	12	12	10	8	10	7	11	12	12	12	11	9	18	12	13	14	12	12	10	8	10	7	11	12	12	12	11	9	18	12	13	14	97499.97	95525.92	105706.414	93607.414	121460.086	81567.92	103376.0	118858.234	115839.55	140039.23	102315.67	115261.164	141899.11	129748.2	138445.86	108140.17	17426.197	18466.676	18838.236	18463.191	18868.127	18606.904	19106.588	19368.777	19328.232	19642.244	18905.113	19139.07	19642.127	19091.889	18524.957	18627.23	
sp|P52789|HXK2_HUMAN	P52789	HXK2_HUMAN	HK2	917	Homo sapiens	1:Experimental evidence at protein level	Hexokinase-2	1.0	0.999	14	65	61	65	1	5	4	2	5	2	5	3	7	4	2	6	7	3	4	5	1	4	4	1	5	2	4	3	6	4	2	6	7	3	4	5	1	5	4	2	5	2	5	3	7	4	2	6	7	3	4	5	55341.07	58065.62	57385.37	72014.34	67970.03	47327.406	46766.16	61258.316	64156.176	63961.758	51122.547	83654.8	73718.336	45904.85	55935.016	64256.69	9533.086	9791.25	9744.899	9036.397	8894.63	8578.801	8729.084	9800.303	9111.708	9291.482	10378.049	9508.459	9448.012	9300.138	9515.148	9609.609	
sp|P52815|RM12_HUMAN	P52815	RM12_HUMAN	MRPL12	198	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein bL12m	1.0	0.999	7	79	79	79	6	2	6	4	3	4	4	3	7	8	8	4	4	6	4	6	6	2	6	4	3	4	4	3	7	8	8	4	4	6	4	6	6	2	6	4	3	4	4	3	7	8	8	4	4	6	4	6	89053.01	71779.94	78084.3	76936.86	58212.11	76135.875	64574.914	83706.29	97951.57	90304.13	79190.22	76547.67	87135.53	78273.555	72156.99	99215.5	39379.656	33035.145	36292.816	36463.38	33538.043	37035.586	36571.348	37072.973	38866.074	37229.133	37085.277	36264.043	36988.9	36987.03	34644.97	37986.51	
sp|P52870|SC6B1_YEAST	P52870	SC6B1_YEAST	SBH1	82	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein transport protein SBH1	0.9385	0.999	1	10	10	10	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	16458.912	18142.057	15555.908	17405.498	19631.95	17079.246	18848.412	19591.994	11641.167	11076.782	10311.778	11455.297	11626.691	11167.804	10204.064	0.0	16458.912	18142.057	15555.908	17405.498	19631.95	17079.246	18848.412	19591.994	11641.167	11076.782	10311.778	11455.297	11626.691	11167.804	10204.064	0.0	
sp|P52888|THOP1_HUMAN	P52888	THOP1_HUMAN	THOP1	689	Homo sapiens	1:Experimental evidence at protein level	Thimet oligopeptidase	1.0	0.999	8	44	44	44	3	1	7	2	1	3	2	2	2	2	2	3	5	4	3	2	3	1	7	2	1	3	2	2	2	2	2	3	5	4	3	2	3	1	7	2	1	3	2	2	2	2	2	3	5	4	3	2	46155.594	78236.2	42346.742	45394.902	37495.082	41689.766	42530.4	23700.568	31519.582	43380.234	37672.617	36420.523	44354.14	35732.867	38269.55	19300.283	10186.623	10638.873	10272.006	10334.476	10024.379	9771.056	9753.684	10225.724	8834.208	9755.124	8700.351	8966.349	9579.563	8771.365	9899.609	9117.945	
sp|P52893|ALAT1_YEAST	P52893	ALAT1_YEAST	ALT1	592	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Alanine aminotransferase, mitochondrial	0.7751	0.9955	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52907|CAZA1_HUMAN	P52907	CAZA1_HUMAN	CAPZA1	286	Homo sapiens	1:Experimental evidence at protein level	F-actin-capping protein subunit alpha-1	1.0	0.999	19	286	200	286	14	17	17	15	16	16	18	20	16	19	21	20	18	20	19	20	9	12	12	11	10	11	11	14	11	14	15	13	14	15	14	14	14	17	17	15	16	16	18	20	16	19	21	20	18	20	19	20	341120.2	349055.9	317407.4	347452.06	341227.34	328227.4	349460.56	349990.84	319700.3	329661.8	344090.0	369361.12	325801.1	321935.47	347992.7	348303.38	46291.83	46785.395	46686.93	45840.5	46046.277	47012.473	46865.848	48865.207	47441.797	47703.117	48500.082	50104.113	48559.5	47318.95	47010.062	49106.516	
sp|P52910|ACS2_YEAST	P52910	ACS2_YEAST	ACS2	683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Acetyl-coenzyme A synthetase 2	1.0	0.999	6	41	41	41	4	3	4	2	4	5	8	3	0	2	0	2	0	2	0	2	4	3	4	2	4	5	8	3	0	2	0	2	0	2	0	2	4	3	4	2	4	5	8	3	0	2	0	2	0	2	0	2	35625.945	48845.836	37231.12	45135.895	54120.414	45491.45	42166.492	47422.812	4680.104	19507.6	13353.9	20129.99	12959.835	23366.941	25266.93	28239.32	13581.346	14140.358	13411.192	12477.667	13792.03	12772.967	12390.937	12423.049	5523.4487	7161.603	7088.1978	7336.7617	7014.7456	7054.1416	7085.8804	8120.2227	
sp|P52948|NUP98_HUMAN	P52948	NUP98_HUMAN	NUP98	1817	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup98-Nup96	1.0	0.999	18	121	121	121	7	5	6	6	7	4	8	7	5	14	9	10	5	8	10	10	7	5	6	6	7	4	8	7	5	14	9	10	5	8	10	10	7	5	6	6	7	4	8	7	5	14	9	10	5	8	10	10	111373.75	121357.0	79702.414	234281.19	110387.79	89603.34	98849.46	253454.81	114946.75	121472.57	97921.2	143886.47	103752.65	142154.03	108223.25	143178.64	17955.85	18957.31	18543.352	17988.135	18664.447	18927.896	17893.082	19493.768	16952.2	18347.646	18113.947	17637.367	17514.549	18142.143	18865.512	19083.451	
sp|P53004|BIEA_HUMAN	P53004	BIEA_HUMAN	BLVRA	296	Homo sapiens	1:Experimental evidence at protein level	Biliverdin reductase A	1.0	0.999	6	78	78	78	4	5	5	6	7	5	6	4	5	4	3	6	4	7	3	4	4	5	5	6	7	5	6	4	5	4	3	6	4	7	3	4	4	5	5	6	7	5	6	4	5	4	3	6	4	7	3	4	37928.1	64605.938	41366.105	51953.44	70756.67	66990.27	62651.754	41828.11	51212.125	63498.414	53948.08	40446.703	64143.633	65671.14	61922.125	34986.68	16045.454	17093.543	17512.2	16255.246	17908.86	17252.229	16160.273	17726.139	15915.499	16511.621	17034.514	17363.607	16713.41	16476.908	16195.058	16802.875	
sp|P53007|TXTP_HUMAN	P53007	TXTP_HUMAN	SLC25A1	311	Homo sapiens	1:Experimental evidence at protein level	Tricarboxylate transport protein, mitochondrial	1.0	0.999	4	51	51	51	4	1	2	3	5	2	6	2	3	3	3	5	3	4	3	2	4	1	2	3	5	2	6	2	3	3	3	5	3	4	3	2	4	1	2	3	5	2	6	2	3	3	3	5	3	4	3	2	99392.33	102767.84	51451.844	45785.6	54503.906	52074.742	106423.5	51257.88	51187.004	48078.016	47955.65	46816.703	51037.652	49656.22	49413.867	47453.875	23946.46	25742.951	24731.566	26124.096	26466.496	26111.084	28822.658	24401.88	26790.078	25733.895	24825.207	24701.707	26436.586	25377.559	25823.45	24411.059	
sp|P53008|CWH41_YEAST	P53008	CWH41_YEAST	CWH41	833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Mannosyl-oligosaccharide glucosidase	0.9134	0.9913	2	2	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2378.1711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53041|PPP5_HUMAN	P53041	PPP5_HUMAN	PPP5C	499	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 5	1.0	0.999	6	109	109	109	6	7	4	8	6	6	9	6	6	5	7	7	10	7	7	8	6	7	4	8	6	6	9	6	6	5	7	7	10	7	7	8	6	7	4	8	6	6	9	6	6	5	7	7	10	7	7	8	44234.395	25024.316	37395.86	40320.477	47561.594	45769.543	30470.973	26227.398	50392.7	31824.316	50830.47	47189.67	52133.332	48284.15	41621.008	49644.43	12123.137	11910.942	12388.544	12628.358	13320.49	12817.28	15118.071	12479.794	13530.84	11539.624	12917.591	12104.254	13959.527	12874.439	13483.067	12899.05	
sp|P53044|UFD1_YEAST	P53044	UFD1_YEAST	UFD1	361	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ubiquitin fusion degradation protein 1	0.9967	0.9972	3	4	4	4	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	7024.4897	0.0	15218.361	17835.684	0.0	5891.42	8068.1294	0.0	0.0	14693.74	7284.0186	6966.529	7248.9175	0.0	6854.309	16706.91	9028.079	0.0	8864.772	6960.9233	0.0	7571.8247	10369.395	0.0	0.0	8559.179	9361.633	8953.586	9316.52	0.0	8809.357	6871.5776	
sp|P53066|YGZ2_YEAST	P53066	YGZ2_YEAST	YGL242C	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ankyrin repeat-containing protein YGL242C	0.9367	0.999	1	5	5	5	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	7319.2646	6366.377	7099.4194	6531.8843	0.0	0.0	7230.252	0.0	0.0	0.0	0.0	5414.4614	4240.2534	0.0	0.0	0.0	7319.2646	6366.377	7099.4194	6531.8843	0.0	0.0	7230.252	0.0	0.0	0.0	0.0	5414.4614	4240.2534	0.0	0.0	0.0	
sp|P53075|SHE10_YEAST	P53075	SHE10_YEAST	SHE10	577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Outer spore wall assembly protein SHE10	0.7822	0.9957	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2866.1206	4656.096	4842.126	6107.8193	4570.7227	6500.041	4144.6855	5277.7324	0.0	2364.594	0.0	0.0	0.0	0.0	0.0	0.0	2866.1206	4656.096	4842.126	6107.8193	4570.7227	6500.041	4144.6855	5277.7324	0.0	2364.594	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53081|NIF3_YEAST	P53081	NIF3_YEAST	NIF3	288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	NGG1-interacting factor 3	0.7588	0.9951	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8464.342	7078.4263	6339.781	6617.2505	6945.59	7599.4424	7513.2095	6827.6714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8464.342	7078.4263	6339.781	6617.2505	6945.59	7599.4424	7513.2095	6827.6714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53090|ARO8_YEAST	P53090	ARO8_YEAST	ARO8	500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Aromatic/aminoadipate aminotransferase 1	1.0	0.999	14	133	133	133	10	13	13	13	13	7	10	11	3	7	6	6	6	4	6	5	10	13	13	13	13	7	10	11	3	7	6	6	6	4	6	5	10	13	13	13	13	7	10	11	3	7	6	6	6	4	6	5	166968.56	181443.8	171274.72	166753.08	183316.25	178697.75	158109.75	175017.81	56433.715	73472.24	86393.4	90950.99	75286.2	76032.56	95805.69	68457.39	27158.477	28060.746	27664.47	26988.514	26201.248	26673.13	27309.24	27245.63	15387.659	15994.18	16389.129	15399.109	15807.6045	14518.276	17391.24	16965.762	
sp|P53111|ARI1_YEAST	P53111	ARI1_YEAST	ARI1	347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	NADPH-dependent aldehyde reductase ARI1	1.0	0.999	9	39	39	39	3	5	4	6	4	3	4	8	0	0	0	0	1	1	0	0	3	5	4	6	4	3	4	8	0	0	0	0	1	1	0	0	3	5	4	6	4	3	4	8	0	0	0	0	1	1	0	0	51850.723	56556.984	82517.03	48816.984	61681.637	46686.67	57297.76	61713.984	107263.69	78730.27	98729.49	77888.08	31016.18	81641.266	81113.19	91640.555	35240.77	33579.195	34054.72	33921.664	27169.2	31896.338	33098.48	36394.785	24886.99	22094.607	22741.035	25363.092	24316.787	23147.398	23339.352	21935.074	
sp|P53141|MLC1_YEAST	P53141	MLC1_YEAST	MLC1	149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Myosin light chain 1	1.0	0.999	7	54	54	54	4	8	6	5	3	4	6	7	0	2	1	2	2	1	2	1	4	8	6	5	3	4	6	7	0	2	1	2	2	1	2	1	4	8	6	5	3	4	6	7	0	2	1	2	2	1	2	1	48727.2	74012.65	40078.91	68747.7	57918.363	103671.48	87566.25	62077.496	35191.625	9492.958	13189.664	17975.73	23116.889	11879.602	13476.252	29110.354	16505.8	17132.066	15776.656	15613.083	15340.638	16796.076	16997.355	15371.619	9401.877	8922.0625	9377.704	9789.631	11041.036	8329.872	9409.899	9233.77	
sp|P53155|YGI2_YEAST	P53155	YGI2_YEAST	YGL082W	381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uncharacterized protein YGL082W	0.9009	0.9983	1	2	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53163|MNP1_YEAST	P53163	MNP1_YEAST	MNP1	194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein bL12m	0.9999	0.999	2	6	6	6	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	9104.461	7841.9844	7500.38	0.0	9144.823	7203.089	7106.5234	5952.4707	3100.6406	2311.4595	4705.5264	3483.2427	4300.884	0.0	3355.9111	3115.2131	9104.461	7841.9844	7500.38	0.0	9144.823	7203.089	7106.5234	5952.4707	3100.6406	2311.4595	4705.5264	3483.2427	4300.884	0.0	3355.9111	3115.2131	
sp|P53174|PRM8_YEAST	P53174	PRM8_YEAST	PRM8	237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Pheromone-regulated membrane protein 8	0.9583	0.9946	2	2	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	771.07654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53183|YGD9_YEAST	P53183	YGD9_YEAST	YGL039W	348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Putative uncharacterized oxidoreductase YGL039W	0.9999	0.999	2	10	10	10	1	1	1	1	0	4	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	4	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	4	1	0	0	0	0	1	0	0	0	0	12414.777	11273.652	12397.322	10402.646	5544.1265	12532.117	5546.0312	5803.4375	0.0	0.0	0.0	5567.572	4783.8535	0.0	0.0	0.0	6573.042	5658.8696	6296.612	5225.2236	6037.381	6765.9854	5484.995	6319.7627	0.0	0.0	0.0	6062.912	5209.4673	0.0	0.0	0.0	
sp|P53184|PNC1_YEAST	P53184	PNC1_YEAST	PNC1	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Nicotinamidase	1.0	0.999	6	94	94	94	10	8	7	9	7	11	6	8	3	3	3	4	4	4	5	2	10	8	7	9	7	11	6	8	3	3	3	4	4	4	5	2	10	8	7	9	7	11	6	8	3	3	3	4	4	4	5	2	67801.56	79211.17	84982.59	73913.98	69535.56	71241.78	75254.88	43861.684	40685.95	41080.19	28163.514	49736.023	27222.49	38978.414	31664.586	37445.336	25761.867	28376.582	29071.365	27330.63	23893.16	27191.121	26604.951	23719.64	16716.957	19460.158	14643.476	17756.344	19836.832	16214.544	15176.832	20097.53	
sp|P53192|GET1_YEAST	P53192	GET1_YEAST	GET1	235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Golgi to ER traffic protein 1	0.8853	0.998	1	3	3	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7136.515	6569.5986	7055.934	0.0	7047.8877	6693.588	8032.794	6304.9497	3703.3572	0.0	3993.039	0.0	0.0	4802.337	0.0	4521.3726	7136.515	6569.5986	7055.934	0.0	7047.8877	6693.588	8032.794	6304.9497	3703.3572	0.0	3993.039	0.0	0.0	4802.337	0.0	4521.3726	
sp|P53199|ERG26_YEAST	P53199	ERG26_YEAST	ERG26	349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Sterol-4-alpha-carboxylate 3-dehydrogenase ERG26, decarboxylating	1.0	0.9988	3	4	4	4	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	13412.553	15441.398	13747.41	13299.768	33824.938	31187.26	29633.629	15493.19	0.0	8201.026	0.0	2340.3684	15828.813	0.0	0.0	0.0	9799.148	11911.137	10449.65	10386.432	11864.385	10820.61	10399.708	11739.708	0.0	6103.367	0.0	5073.7065	10107.268	0.0	0.0	0.0	
sp|P53202|CUL3_YEAST	P53202	CUL3_YEAST	CUL3	744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Cullin-3	0.8609	0.9975	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P53221|RL26B_YEAST	P53221	RL26B_YEAST	RPL26B	127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24B	1.0	0.999	13	246	29	246	19	18	18	22	16	19	18	19	12	13	14	11	9	12	14	12	3	3	3	2	1	2	2	1	1	2	2	1	1	1	2	2	19	18	18	22	16	19	18	19	12	13	14	11	9	12	14	12	542678.6	564151.9	541533.25	471800.1	521959.56	515973.03	529738.3	531885.94	281526.4	263495.25	253932.47	241991.17	277578.44	295292.78	241397.34	278442.75	75219.766	74836.62	75146.48	72865.414	71896.67	73334.28	76484.41	74648.94	41594.668	41556.9	41570.945	41351.85	42686.047	41419.527	42182.145	41865.957	
sp|P53235|EIF2A_YEAST	P53235	EIF2A_YEAST	YGR054W	642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2A	1.0	0.999	3	9	9	9	3	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	3	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	3	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	24240.643	10222.299	17889.227	13309.037	7037.813	14159.127	8682.256	18673.479	17404.781	0.0	9562.442	3469.8147	0.0	0.0	0.0	0.0	9226.477	8489.649	7627.394	10365.073	20190.31	11444.743	8901.777	6305.0483	4027.5664	0.0	5963.572	9954.319	0.0	0.0	0.0	0.0	
