Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-A3_1_12089.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-B3_1_12090.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-C3_1_12091.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-D3_1_12092.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-E3_1_12093.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-F3_1_12094.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-G3_1_12095.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleA_RAWdata\DIA_SampleA_100pg_S1-H3_1_12096.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-A7_1_12097.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-B7_1_12098.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-C7_1_12099.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-D7_1_12100.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-E7_1_12101.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-F7_1_12102.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-G7_1_12103.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\1_HYE_DIA_sampleB_RAWdata\DIA_SampleB_100pg_S1-H7_1_12104.d
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	3	3	1567.53	1157.88	1017.96	904.065	1848.54	1862.83	1353.45	1040.42	1326.77	758.963			696.568		712.068	941.828
P34730	BMH2_YEAST	BMH2	Protein BMH2	3	3	4798.25	4031.67	3851.19	3911.82	4649.09	3918.91	4649.08	4583.62	2474.9	1974.68	3142.42	2746.54	3052.34	2617	2704.52	2328.75
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	3	2	38348.7	29161.4	35273.8	31661	32268.7	34233	34657.8	37634.1	16460.5	16465	17158.7	15887.8	13842.8	16414.2	13924.9	15541.9
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	1	1				891.992					663.041				1051.1		492.413	884.457
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	18	18	4694.05	4939.53	5142.13	5222.73	5305.12	4937.92	4710.03	5197.4	4963.44	5078.54	5158.21	4845.05	5183.65	5487.14	5047.79	5015.84
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	29	27	7339.99	7585.33	7343.02	7406.17	7580.51	7070.27	7540.53	7239.75	7455.79	7397.08	7636.95	7329.63	7518.66	7312.36	7747.47	7335.93
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	3	3	1818.03	2129.14	1997.37	1509.96	1533.22	1672.59	1752.54	1763.77	891.572	688.345	1188.23	802.39	691.789	989.686	893.838	
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2	2	6320.71	4955.01	3354.57	4709.23	3531.93	4028.25	5468.81	4559.13	3508.08	1547.39	2699.23			1466.41	1688.16	
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	1	1														132.494		
P35219	CAH8_HUMAN	CA8	Carbonic anhydrase-related protein	1	1		863.953			739.523	738.759	578.509					758.91	1254.93	807.775	708.85	
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	15	15	13708.2	11776.9	12423.5	12205.7	13907.7	12269.4	13336.2	13271.2	13352	12757.7	13542	11966.7	11661.1	12784.8	12350.1	10894.9
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	11	10	3101.05	2546.73	3067.63	2485.31	2770	2518.26	3441.11	1992.56	2315.26	3093.75	2778.19	2625.68	2961.36	2979.19	2751.43	2488.33
P35241	RADI_HUMAN	RDX	Radixin	6	6	9031.47	10405.9	8478.24	8342.56	10680	10225.4	10410	7518.38	8389.73	8998.43	11703.4	11603.7	8536.57	8834.11	8605.41	9293.56
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	3	3	3299.77	2637.52	2694.68	2749.76	2849.88	2566.56	2463.45	3135.43	3079.53	2956.2	2224.67	3064.07	3391.74	2676.88	2913.99	2515.16
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	10	10	1824.33	1418.26	1420.34	1734.65	1792.67	1900.78	1522.14	1671.27	1761.21	1837.88	1833.25	1929.98	1629.57	1403.01	1550.68	1841.82
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	4	4	1509.58	1993.24	1414.28	1395.57	1549.11	1944.24	1980.81	1931.91	1491.04	1280.41	1517.01	1348.68	1228.11	1407.16	1303.1	1777.38
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	4	3	27632	20045.4	22819.9	24075.1	24056.2	21020.9	25028.9	22242.4	25568.8	25029.6	25713.8	22528.3	22483.1	25743.9	23638.4	24671.4
P35340	AHPF_ECOLI	ahpF	Alkyl hydroperoxide reductase subunit F	2	2									750.453	852.298	695.162				1165.12	548.67
P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase	7	7	2833.73	3267.68	2484.47	3010.86	3135.84	2796.94	2498.21	2931.44	2893.33	3181.89	2853.03	2876.69	3125.85	3086.67	2842.03	2478.29
P35579	MYH9_HUMAN	MYH9	Myosin-9	29	24	4796.37	4774.31	4633.32	5401.56	5148.69	5033.29	5043.37	5186.63	4554.73	5340.68	5080.67	5436.25	5351.62	4751.68	5059.53	4670.9
P35580	MYH10_HUMAN	MYH10	Myosin-10	18	16	3121.24	3111.25	3248.72	2996.83	3108.12	3347.56	3515.72	2831.47	3224.24	3241.05	2858.97	2985.33	3308.3	2845.7	2910.7	2897.8
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	4	4	1781.84	1814.25	1260.37	1811.55	2362.92	1996.22	1934.67	1736.46	2229.92	2221.37	1534.52	2053.34	2106.4	2121.99	2043.23	1891.81
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	1	1	2899.05	3571.64	4483.61	2475.14	2568.62	2058.66	3352.5	3420.16	2557.22	3114.74	3480.21	3187.06	2967.07		2611.47	
P35612	ADDB_HUMAN	ADD2	Beta-adducin	2	2	1405.98	1344.06	1536.95	1558.81	1558.27		2468.44		2357.14			1815.68	1504.17	1106.53	944.575	1625.77
P35613	BASI_HUMAN	BSG	Basigin	1	1	4884.41	4971.74	4156.97	4535.98	5156.83	4118.98	4416.45	4803.52	5526.61	4659.61	4836.76	4350.28	5188.73	3975.02	3633.76	4768.41
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	4	4	23793.4	24358.1	22498.8	22824	21745.4	19905.5	21343.9	22532.9	21378.9	20971.4	19781.8	22233.4	22243.2	23228.2	23131.1	21298.7
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	11	11	3891.93	3559.49	3708.4	3141.48	3683.01	3736.65	3169.56	3491.25	3158.76	3709.44	2934.24	3221.07	3192.71	3383.13	3203.92	3560.44
P35659	DEK_HUMAN	DEK	Protein DEK	9	9	4733.2	4113.76	3801.86	5012.69	4864.9	4805.42	4598.68	5351.72	4302.53	5320.81	5164.07	4160.24	4898.73	5092.6	4743.83	4868.06
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	4	4	5278.64	5973.48	6294.61	6046.28	5125.46	6755.22	6747.79	6486.29	3941.42	2719.24	3463.63	2456.65	3239.13	2888.84	3150.74	3677.12
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	3	3	2493.23	2786.46	2223.51	2662.19	2817.22	3086.59	2095.74	2666.47		1613.76	1440.26	1295.83	1228.36	1575.96	1131.33	1453.71
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	1	1	1262.84		994.778		1189.96		1058.62	1524.34	646.168		677.297	873.585	825.551	1056.76	1083.65	
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	2	2	1448.59	1139.79	1088.39	1256.39	1985.13	1722.6	1025.93	1406.62	961.274							961.18
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	Small ribosomal subunit protein eS27A	6	0	6884.91	5970.89	7475.81	7167.96	7731.56	6643.08	6715.33	6809.7	3810.85	3899.9	4309.5	2932.51	4507.71	3330.05	4844.58	3635.11
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	16	13	3499.03	3505.29	3679.19	3411.86	3665.72	3312.58	3182.2	3431.01	3523.58	3623.3	3681.84	3931.95	3161.09	3856.35	3814.07	3672.35
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	10	9	6170.79	6473.73	5885.47	6690.03	7594.46	6732.85	5863.72	6465.81	3415.76	3510.63	3118.12	3043.15	3090.42	3101.31	2932.8	3149.3
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	2	2	1949.4	2585.34	1840.91	2504.31	2048.9	1383.93	1854.13	2213.9	1515.6		1267.59	1648.67	1418.02	1770.05	1894.62	891.915
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	1	1			611.522					1593.3		869.215						
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	4	4	1364.08	1759.72	1436.46	1620.19	1818.72	1616.35	1587.27	1569.12				823.895	418.823	1199.14	1032.3	1174.96
P36081	PSG1_YEAST	PSG1	PMA1 stabilization in the Golgi protein 1	1	1		992.851	1525.78	1052.89		768.954		1641.63		789.983				727.52		
P36105	RL14A_YEAST	RPL14A	Large ribosomal subunit protein eL14A	9	2	7560.85	8570.92	7334.41	9151.31	8090.73	7950.16	7326.65	7893.94	3829.56	4094.71	4123.96	4085.92	4434.73	4503.28	3739.85	3824.86
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	1	1	2109.9	1722.6	1254.38	1475.77		1841.64		1161.08	1729.68		1518.97		1134.9		859.241	695.231
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	5	5	2685.79	2614	3124.32	2170.87	2757.23	2440.01	2236.29	2779.52		1635.99	1597.85	1878.78	1502.53	1621.6	1540.95	1519.73
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	2	1	1869.34	1490.29	1745.56	1894.19	1740.9	2383.81	1150.99	1528.09	1714.9	1453.09	2216.03	1522.58	2021.56	2785.83	1473.43	2100.25
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase F(1) complex subunit gamma, mitochondrial	9	9	7295.57	7446.02	8161.76	7002.41	6343.41	6389.44	6711.74	7044.34	6906.47	7264.65	7459.31	7378.44	8005.23	8086.26	7959.83	6994.13
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	5	3	3330.27	3430.45	3547.62	3592.3	3120.56	3864.6	2702.89	3335.3	3599.67	3229.71	3456.43	3921.05	3839.06	3791.28	3421.24	4381.25
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	5	5	1696.13	1315.07	1702.29	1690.89	1851.86	1751.25	1972.25	1858.98	1221.52	2163.91	1357.29	1450.06	1151.13	1525.97	1612.19	1910.02
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	16	14	8633.04	9573.86	8640.69	10193.1	9986.47	8270.6	7903.06	8634.06	8598.81	9243.16	9600.11	8878.5	10123.1	9556.06	9529.71	9279.06
P36649	CUEO_ECOLI	cueO	Multicopper oxidase CueO	1	1						1923.96						871.009				
P36683	ACNB_ECOLI	acnB	Aconitate hydratase B	7	7	1771.35	1830.26	1774.34	1469.19	1500.42	1654.97		1307.8	4271.57	3389.08	4106.42	4827.55	3980.93	3841.4	4352.8	4355.02
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	1	1		979.831			780.831			773.588		797.828						
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	11	10	2160.62	2134.08	2080.04	2454.98	2244.71	2839.29	2129.55	1864.75	2534.39	2316.88	2180.43	2186.67	2027.92	2693.29	2390.06	2089.66
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	2	2	1715.88	1386.57	1768.18	1813.27	1562.56	2027.74	1974.89	1885.88	1169.29	2012.48	1626.28	1445.55	1845.24	1672.85	1950.88	2068.24
P36938	PGM_ECOLI	pgm	Phosphoglucomutase	1	1															765.325	
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	2	2			888.48					305.373		384.201			442.787			682.286
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	3	3	2068.64	1714.53		1487.01	1830.55	1671.68	1383.31	1968.33	1359.94	1398.62	1670.47	1865.21	1596.62	1275.13	1243.35	1484.57
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase GPX4	2	2	1118.3	1975.08	1137.68	2439.26	1529.87		1707.63	1352.25	1667.86		1516.78	1539.87	1918.41	1551.33	1727.39	1596.11
P37012	PGM2_YEAST	PGM2	Phosphoglucomutase 2	13	11	4263.85	4313.13	3785.62	3504.75	4374.6	3461.03	3839.43	4386.98	1985.47	1786.44	1896.03	1771.3	1696.17	1950.53	1963.61	1885.54
P37095	PEPB_ECOLI	pepB	Peptidase B	3	3							829.122		1500.27	1184.64	1155.9	1021.82	1194.78	1751.04	1269.12	1747.23
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	5	5	5348.08	3868.43	4053.87	5088.23	4407.61	4778.9	4838.85	4879.1	5848.08	4887.8	5689.96	5511.37	5380.25	5779.77	5155.09	5726.66
P37188	PTKB_ECOLI	gatB	PTS system galactitol-specific EIIB component	3	3	2948.85	1958.64	1660.03	1777.23	1992.34	1723.17	2012.75	2414.44	9208.46	7986.77	9728.33	8185.08	9917.58	8264.33	7516.34	7099.73
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	5	5	5575.32	4501.04	5099.72	4805.36	6048.79	5593.37	5077.95	4684.01	5650.52	4772.14	5358.09	6563.14	5072.12	5391.26	5785.47	5588.48
P37291	GLYC_YEAST	SHM2	Serine hydroxymethyltransferase, cytosolic	16	15	13095.5	15565.4	13643.4	13843.6	13983.6	14333.4	13279.6	14055.7	6476.94	6959.77	6882.86	6828.72	6533.63	6722.07	6402.4	6495.38
P37292	GLYM_YEAST	SHM1	Serine hydroxymethyltransferase, mitochondrial	4	4	1523.08	1940.07	1467.45	1664.85	1683.88	1352.12	1454.27	1320.76	1077.11	893.389	458.383	789.094	822.425			792.406
P37302	APE3_YEAST	APE3	Aminopeptidase Y	6	6	3793.4	3338.98	3592.78	3203.25	3401.12	3569.43	3829.26	3397.17	1963.2	1676.02	1917.23	1913.25	1918.07	1681.05	1951.8	1759.31
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	4	4			841.084		875.962				1703.68	1711.54	1708.58	1958.41		1490.54	1554.94	1631.15
P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	1	1																614.987
P37665	YIAD_ECOLI	yiaD	Probable lipoprotein YiaD	1	1													849.425	817.022		368.514
P37759	RMLB1_ECOLI	rfbB	dTDP-glucose 4,6-dehydratase 1	1	1					364.85	380.448			1022.68	780.089	729.678	992.04	825.251	653.544	809.855	1064.56
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	12	11	12397.5	12979.4	12435.4	13599.9	12746.9	11685.8	10836	11243.1	12076.2	13105.1	14348.5	14039.4	13755.3	13880.4	13958.5	12540.6
P37837	TALDO_HUMAN	TALDO1	Transaldolase	14	14	11766.5	13146.9	11543.2	12971.7	11712.5	12425.4	11445.2	11805.6	11595.6	11223	11318.2	11480.7	12219.5	11560.8	11705	11533.7
P37898	AAP1_YEAST	AAP1	Alanine/arginine aminopeptidase	1	1	1285.1	1031.88		1098.68			1412.16	1054.44		958.637						
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate import solute-binding protein	9	9	2187.18	2623.06	2681.12	2400.39	3315.16	2868	2996.55	2874.25	7883.84	6906.46	6812.23	7190.57	7677.35	7781.89	6774.66	8552.81
P37903	USPF_ECOLI	uspF	Universal stress protein F	6	6	1912.94	1474.04	1517.44	1419.4	1895.38	2231.31	1655.82	1638.8	6413.99	5868.62	6253.03	5898.47	5962.5	6444.31	6352.06	6432.34
P38009	PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17	14	9	5393.8	5295.15	5275.95	5671.5	5747.61	5876.89	5328.82	5783.17	2875.66	3057.32	3410.42	2684.49	2659.61	2816.97	2634.19	2826.36
P38011	GBLP_YEAST	ASC1	Small ribosomal subunit protein RACK1	7	7	19868.2	18585.7	19155.1	18740.6	18259.9	17984.3	19771.8	18045.5	9625.77	9510.16	9681.77	9265.8	9428.6	10166.8	9595.33	8276.91
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	5	5	53159.5	54170.8	48992.1	57474.9	50413.2	43983.9	49014	49471.5	22949.3	25513.3	25905	22646.2	24387.1	22301.7	22563.5	21291.1
P38061	RL32_YEAST	RPL32	Large ribosomal subunit protein eL32	4	4	20720.5	22329.2	22053.4	20935.3	21682.6	21137.1	21762.2	19769.4	10214.7	9411.75	8935.04	10576.2	9711.13	11893.9	10771	9768.33
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	1	1		1296.86	385.023	791.67	610.972	575.833		500.14			537.591					
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	2	2	1732.11	1387.04	1028.91	1067.15	1382.21	1205.1	1241.03	1868.35		1105.32	907.781	868.59				
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	2	2	788.547	1719.74	1141.83	1150.62	1526.43	1951.4	676.433	1015.32					1612.6	501.573	629.474	
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	14	14	7406.04	7411.24	8412.44	7664.63	8299.56	8134.51	7948.52	8298.35	4079.53	3800.17	3890.13	3911.19	4129.94	4376.4	4329.36	3919.12
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	4	4	4247.12	4213.91	3412.21	3731.78	3980.61	3820.86	4462.08	4309.48	2489.79	2234.17	2803.91	2204.16	1904.71	2591.42	2407.23	2504.89
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	11	11	8495.06	9106.77	9323.44	8555.01	8863.89	8669.22	8947.22	8817.98	9035.68	9729.12	8421.92	9511.02	8848.21	9578.47	9533.21	9097.51
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	1	1	2118.87	3343.39		2562.92	4453.56	13655.5		3747.18	2168.8		2533.09		3446.61		3713.5	2945.56
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	1	1	1053.89		500.339	1012.3	1432.34		941.066	1124.15		724.296					749.032	
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	15	4	17026.6	16122.2	17476.7	16220.5	19453.8	18234	16038.2	18165.9	16611	17304.6	17137.3	16225.1	16913.5	14307.8	17883.1	15364.3
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	6	6	4178.71	3097.02	3222.36	3384.33	3144.38	3675.99	3312.44	3360.64	1836.2	1949.87	1948.2	1859.14	1792.5	2228.4	1777.8	2124.96
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	1	1	7043.48	6222.08	5790.43	5810.7	5892.57	6936.63	8460.32	5137.85	2346.77	2511.1	3488.01	3183.25	2824.79	2657.63	3213.46	2269.84
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	3	3	1096.75	1283.55	1419.56	1219.44	1550.34	1189.01	1619.45	1600.47	631.623	801.081	865.572	948.792	958.604		664.322	828.9
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	1	1	349.424			807.542		419.42		595.841					503.058			
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	1	1	2557.14	2967.19	2413.72	2649.32	1742.86	2492.32	2433.42	2162.3	1567.33	1657.98	1707.25	1496.34	2155.72	2247.26	1532.27	2165.39
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	3	3	1005.59	841.63	1103.99	1366.17	1480.57	929.812	1094.79	1411.79			580.861	639.845	598.87	540.511	519.152	539.53
P38431	IF5_YEAST	TIF5	Eukaryotic translation initiation factor 5	4	4	2160.65	2306.82	2053.15	1408.93	2342.4	1815.14	1842.4	1844.5		1288.42	1505.81	1227.62	1233.39	1176.95	1334.61	1108.58
P38432	COIL_HUMAN	COIL	Coilin	1	1	1363.74	1026.72	1741.3	1239	860.62	1513.61	1063.52	1847.68	1559.1	957.239	1202.23	1234.42	1501.54	1585.36	1525.46	1311.39
P38489	NFSB_ECOLI	nfsB	Oxygen-insensitive NAD(P)H nitroreductase	6	6	2141.62	1753.22		1709.73	2148.9	1872.8	1537.78	2248.7	6188.93	6544.9	5470.45	4866.59	5334.01	6599.27	5630.68	5810.85
P38521	YGGL_ECOLI	yggL	Ribosome assembly factor YggL	1	1			883.734						2112.18	1168.4	2603.61	2835.67	4092.3	2702.08	1673.54	2763.94
P38523	GRPE_YEAST	MGE1	GrpE protein homolog, mitochondrial	2	2	2024.73	2403.3	2162.42	2078.29	1798.93	2116.43	1749.99	1332.86	1578.48	924.612	956.948	1262.4	912.436		883.431	810.781
P38555	YPT31_YEAST	YPT31	GTP-binding protein YPT31/YPT8	4	1	3331.37	3603.49	3189.03	3285.89	3400.78	3385.1	3808.31	3472.44	2665.54	3517.08	3474.7	3086.42	3215.61	2590.86	3197.15	2824.64
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	8	8	2263.62	2572.93	1918.92	2315.78	2686.25	1729.51	2451.53	2367.97	2565.97	2710.32	2334.58	2337.7	2412.58	2036.51	2391.63	1983.87
P38616	YGP1_YEAST	YGP1	Protein YGP1	4	4	6491.71	4687.74	5317.03	5483.84	5558.19	4067.53	5407.71	4193.94	2996.65	3072.66	2841.63	2546.15	3097.7	3837.74	2863.45	3712.55
P38624	PSB1_YEAST	PRE3	Proteasome subunit beta type-1	3	3	1820.4	2731.32	2168.76	1809.03	2578.39	1955.95	1799.93	2330.49		964.564	1259.24	652.635		945.015		1153.54
P38625	GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing]	4	4	3823.75	3837.52	3382.95	3155.7	2518.25	3234.13	3848.59	2980.62	1348.26	1580.83	1399.04		855.784	1665.08	1074.39	2075.81
P38626	NCB5R_YEAST	CBR1	NADH-cytochrome b5 reductase 1	2	2	3698.57		2552.69	2504.03			2262.38	1488.58					3149.5			
P38646	HSPA9_HUMAN	HSPA9	Stress-70 protein, mitochondrial	38	38	22050.8	21990.7	19838.1	21725	21360.8	19825.2	20544.5	21256.2	19990.9	21890.1	21612.7	21384.5	21844.1	21030.7	21310.7	20491.3
P38689	KPR3_YEAST	PRS3	Ribose-phosphate pyrophosphokinase 3	1	1		271.917	639.944		807.218	1286.13	583.207									
P38695	HXT5_YEAST	HXT5	Probable glucose transporter HXT5	1	1								987.9								
P38701	RS20_YEAST	RPS20	Small ribosomal subunit protein uS10	7	7	11650.4	12950.9	10339	12606	13522.3	13902.8	12059.4	13041.6	6168.82	5998.5	5152.42	5145.72	5365.68	5498.13	5501.15	4647.07
P38707	SYNC_YEAST	DED81	Asparagine--tRNA ligase, cytoplasmic	5	5	3939.31	3066.13	3354.21	3471.77	3121.42	4047.58	3423.16	3713.05	1873.92	1725.98	1814.69	2416.92	1772.4	2238.8	2355.48	1984.19
P38708	YHI0_YEAST	YHR020W	Putative proline--tRNA ligase YHR020W	3	3	2967.29	2929.38	1914.53	2486.03	1765.91	1814.89	2694.1	2183.44	1358.16	1221.61	1673.8	2054.95	1700.19	1373.08	1709.34	1214.79
P38715	GRE3_YEAST	GRE3	NADPH-dependent aldose reductase GRE3	3	3	5775.8	4078.62	5541.21	4897.6	4585.03	4736.25	5186.39	6233.04	2969.91	2852.37	2893.43	3095.16	2458.82	5553.05	2784.31	3750.32
P38720	6PGD1_YEAST	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1	12	11	13612.3	11443.6	11548.9	12155	14018.8	12101.1	12835.9	11294.4	6191.14	6284.84	7020.75	6241.54	5567.83	6106.63	6113.97	6503.62
P38749	YAP3_YEAST	YAP3	AP-1-like transcription factor YAP3	1	1			11193.1			11050	9623.83	11294.9		11353						
P38754	RL14B_YEAST	RPL14B	Large ribosomal subunit protein eL14B	1	1	1258.41	2172.9	1233.48	1394.25	1717.78		1704.87	1661.2	1205.53		1733.69	1162.53	1258.44	901.787		
P38764	RPN1_YEAST	RPN1	26S proteasome regulatory subunit RPN1	4	4	1217.66	1385.28	1267.85	1006.72	1738.33	1034.45	1274.95	903.955	829.486	804.032	1260.91	895.803	775.093	723.703	774.463	572.338
P38773;P38774	DOG1_YEAST;DOG2_YEAST	DOG1;DOG2	2-deoxyglucose-6-phosphate phosphatase 2	1	0							405.881	616.811								
P38788	SSZ1_YEAST	SSZ1	Ribosome-associated complex subunit SSZ1	15	15	5487.3	4935.89	4796.18	5062.21	5604.56	5277.13	5438.98	5440.74	2628.99	2862.48	2437.61	2172.34	2726.5	2509.82	2408.18	2532.61
P38791	DHYS_YEAST	DYS1	Deoxyhypusine synthase	4	4	478.768	1384.14	926.057	1473.13		543.651	535.257	799.287			599.17	534.686	802.542	598.776	396.982	658.986
P38804	SDO1L_YEAST	RTC3	Restriction of telomere capping protein 3	1	1	3261.54			2148.76		2182.89	2502.54		1044.75	1319.73				2070.25		
P38841	YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C	4	4	2538.73	1580.01	2236.05	3032.01	2577.83	3038.22	2233.1	2145.78		1277.12	1316.93		1639.59	1328.13	1516.72	1821.45
P38845	CRP1_YEAST	CRP1	Cruciform DNA-recognizing protein 1	2	2	436.271	501.215		792.252	511.857	610.49	582.639	427.597	970.727	770.194	375.144		346.911	400.73	338.093	433.539
P38858	SOL3_YEAST	SOL3	6-phosphogluconolactonase 3	1	1		703.51		454.18				323.795								
P38879	NACA_YEAST	EGD2	Nascent polypeptide-associated complex subunit alpha	3	3	5003.45	4143.07	5383.35	4563.55	4975.88	4337.97	4744.12	5440.15	2278.92	2270.23	2394.09	1795.79	1463.41	2158.84	1885.21	2370.8
